college,year,pct
CECS,2100,0.21154331321724917
CBM,2100,0.3338261899887495
CHS,2100,0.24539256013237987
CAS,2100,0.20923793666162135
CECS,2101,0.12557359209558003
CBM,2101,0.23657698721634068
CHS,2101,0.1311500064466249
CAS,2101,0.5066994142414545
CECS,2102,0.5416448358631378
CBM,2102,0.07901885968031273
CHS,2102,0.2563520375654149
CAS,2102,0.12298426689113438
CECS,2103,0.23301181615826508
CBM,2103,0.7212297226621298
CHS,2103,0.02045376046364204
CAS,2103,0.025304700715963045
CECS,2104,0.003815005929557511
CBM,2104,0.3338594970203938
CHS,2104,0.2812441014307138
CAS,2104,0.38108139561933485
CECS,2105,0.506888864474298
CBM,2105,0.21160757207011258
CHS,2105,0.08158916797777911
CAS,2105,0.19991439547781034
CECS,2106,0.029995405388086475
CBM,2106,0.24340342936334497
CHS,2106,0.03687150939965354
CAS,2106,0.6897296558489151
CECS,2107,0.24041855429949155
CBM,2107,0.17451230052239003
CHS,2107,0.10012627674020348
CAS,2107,0.48494286843791495
CECS,2108,0.2506752748514505
CBM,2108,0.34584996705344023
CHS,2108,0.0078067463248543524
CAS,2108,0.3956680117702548
CECS,2109,0.15970670658807687
CBM,2109,0.16182342570280106
CHS,2109,0.48534736163215625
CAS,2109,0.19312250607696585
CECS,2110,0.19555088326307324
CBM,2110,0.25217880251620134
CHS,2110,0.5250061238885182
CAS,2110,0.027264190332207387
CECS,2111,0.4253176492940342
CBM,2111,0.42984013578206526
CHS,2111,0.09142027457440723
CAS,2111,0.05342194034949326
CECS,2112,0.16821699905765855
CBM,2112,0.20068307107895142
CHS,2112,0.374832093653587
CAS,2112,0.25626783620980303
CECS,2113,0.8958539854417397
CBM,2113,0.02164673953069565
CHS,2113,0.04712090470375944
CAS,2113,0.03537837032380523
CECS,2114,0.4686689282692474
CBM,2114,0.12929398997796984
CHS,2114,0.27796810395438787
CAS,2114,0.12406897779839503
CECS,2115,0.11489229992966267
CBM,2115,0.07761493664573162
CHS,2115,0.7088030720216653
CAS,2115,0.09868969140294045
CECS,2116,0.08750425001636793
CBM,2116,0.1839047250230896
CHS,2116,0.6877554662580911
CAS,2116,0.04083555870245126
CECS,2117,0.28875831310486194
CBM,2117,0.0160316133966214
CHS,2117,0.5948745685466617
CAS,2117,0.10033550495185502
CECS,2118,0.6192852702126563
CBM,2118,0.15284534581513257
CHS,2118,0.22128851885895717
CAS,2118,0.006580865113253919
CECS,2119,0.35436993522532845
CBM,2119,0.13651644890909018
CHS,2119,0.3743754860607995
CAS,2119,0.13473812980478203
CECS,2120,0.17692472115646465
CBM,2120,0.24727994262630926
CHS,2120,0.030649644712359203
CAS,2120,0.5451456915048669
CECS,2121,0.4214367765353161
CBM,2121,0.15545716727991615
CHS,2121,0.3733811521484396
CAS,2121,0.04972490403632822
CECS,2122,0.17186932291877638
CBM,2122,0.5307473307784402
CHS,2122,0.07684178639112757
CAS,2122,0.22054155991165583
CECS,2123,0.07265355224245398
CBM,2123,0.6476912618433702
CHS,2123,0.17563336636911236
CAS,2123,0.10402181954506337
CECS,2124,0.3302788593772328
CBM,2124,0.007596595629048206
CHS,2124,0.6603643618402371
CAS,2124,0.001760183153481952
CECS,2125,0.1871733690314158
CBM,2125,0.05200930552641647
CHS,2125,0.21958378397740252
CAS,2125,0.5412335414647652
